,LineId,Time,Level,Content,EventId,EventTemplate
1020,1021,Sun Dec 04 20:38:14 2005,notice,Received block blk_231502148921342925 of size 67108864 from /10.251.215.192,E11,Received block blk_<*> of size <*> from /<*>
1021,1022,Sun Dec 04 20:38:14 2005,error,PacketResponder 2 for block blk_1349228381785843634 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1022,1023,Sun Dec 04 20:38:14 2005,error,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000186_0/part-00186. blk_-6754647973871368247,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1023,1024,Sun Dec 04 20:38:14 2005,error,Receiving block blk_-7539658633533020967 src: /10.250.5.161:52151 dest: /10.250.5.161:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1024,1025,Sun Dec 04 20:41:12 2005,notice,Received block blk_6406847509870023726 of size 67108864 from /10.251.106.50,E11,Received block blk_<*> of size <*> from /<*>
1025,1026,Sun Dec 04 20:41:47 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.115:50010 is added to blk_-7893636450787030202 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1026,1027,Sun Dec 04 20:42:42 2005,notice,Received block blk_-5777981614298940026 of size 67108864 from /10.251.214.67,E11,Received block blk_<*> of size <*> from /<*>
1027,1028,Sun Dec 04 20:44:29 2005,notice,Received block blk_4231049049582051919 of size 28496610 from /10.250.19.227,E11,Received block blk_<*> of size <*> from /<*>
1028,1029,Sun Dec 04 20:44:29 2005,notice,BLOCK* ask 10.251.122.79:50010 to delete  blk_8048594464172649365,E4,BLOCK* ask <*>:<*> to delete  blk_<*>
1029,1030,Sun Dec 04 20:44:30 2005,notice,Receiving block blk_4414644179961808738 src: /10.251.107.98:46161 dest: /10.251.107.98:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1030,1031,Sun Dec 04 20:47:16 2005,notice,Receiving block blk_7661189768086976193 src: /10.251.195.52:56915 dest: /10.251.195.52:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1031,1032,Sun Dec 04 20:47:16 2005,error,PacketResponder 1 for block blk_-7170175035335391571 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1032,1033,Sun Dec 04 20:47:16 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.198:50010 is added to blk_4992622607400168655 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1033,1034,Sun Dec 04 20:47:16 2005,notice,PacketResponder 1 for block blk_8971893898579544235 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1034,1035,Sun Dec 04 20:47:16 2005,error,Receiving block blk_-7418372263556457716 src: /10.251.89.155:53560 dest: /10.251.89.155:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1035,1036,Sun Dec 04 20:47:16 2005,notice,Receiving block blk_-3417101330634563680 src: /10.251.110.68:44200 dest: /10.251.110.68:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1036,1037,Sun Dec 04 20:47:16 2005,error,Received block blk_4294115716822011564 of size 67108864 from /10.251.43.210,E11,Received block blk_<*> of size <*> from /<*>
1037,1038,Sun Dec 04 20:47:16 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.160:50010 is added to blk_1865953191447352631 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1038,1039,Sun Dec 04 20:47:16 2005,error,Receiving block blk_2147212041377545584 src: /10.251.75.49:34485 dest: /10.251.75.49:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1039,1040,Sun Dec 04 20:47:17 2005,error,PacketResponder 0 for block blk_708101772844351082 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1040,1041,Sun Dec 04 20:47:17 2005,notice,PacketResponder 0 for block blk_-5610308397633191834 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1041,1042,Sun Dec 04 20:47:17 2005,error,PacketResponder 2 for block blk_-7159695919045792245 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1042,1043,Sun Dec 04 20:47:17 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.68:50010 is added to blk_8850044049297409379 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1043,1044,Sun Dec 04 20:47:17 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000585_0/part-00585. blk_8561332122820208519,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1044,1045,Sun Dec 04 20:47:17 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_-8393060055740236791 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1045,1046,Sun Dec 04 20:47:17 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-5861348317118763621 size 28500222,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1046,1047,Sun Dec 04 20:47:17 2005,notice,Received block blk_5174461779237739025 of size 67108864 from /10.250.14.143,E11,Received block blk_<*> of size <*> from /<*>
1047,1048,Sun Dec 04 20:47:17 2005,notice,Receiving block blk_1463530401988623658 src: /10.251.111.37:41293 dest: /10.251.111.37:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1048,1049,Sun Dec 04 20:47:17 2005,error,Received block blk_-8377763431920892140 of size 67108864 from /10.250.6.223,E11,Received block blk_<*> of size <*> from /<*>
1049,1050,Sun Dec 04 20:47:17 2005,notice,Receiving block blk_-1728983474612515818 src: /10.251.70.211:39459 dest: /10.251.70.211:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1050,1051,Sun Dec 04 20:47:17 2005,error,Receiving block blk_8007544297333060851 src: /10.251.90.134:47340 dest: /10.251.90.134:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1051,1052,Mon Dec 05 01:04:31 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_6238543795209416553 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1052,1053,Mon Dec 05 01:30:32 2005,error,Receiving block blk_4599950495841528213 src: /10.251.194.102:59433 dest: /10.251.194.102:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1053,1054,Mon Dec 05 03:21:00 2005,notice,Received block blk_-8524952715666214329 of size 67108864 from /10.251.90.64,E11,Received block blk_<*> of size <*> from /<*>
1054,1055,Mon Dec 05 03:21:02 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_-5882295985950637419 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1055,1056,Mon Dec 05 03:21:02 2005,error,Received block blk_-1485109068671160157 of size 67108864 from /10.251.71.68,E11,Received block blk_<*> of size <*> from /<*>
1056,1057,Mon Dec 05 03:23:21 2005,notice,Received block blk_3586596428873150919 of size 67108864 from /10.251.26.131,E11,Received block blk_<*> of size <*> from /<*>
1057,1058,Mon Dec 05 03:23:24 2005,notice,Receiving block blk_-7815259387557421424 src: /10.250.13.240:50649 dest: /10.250.13.240:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1058,1059,Mon Dec 05 03:23:24 2005,error,Receiving block blk_3358274959811806117 src: /10.251.106.214:51334 dest: /10.251.106.214:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1059,1060,Mon Dec 05 03:23:24 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-5927343391895571936 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1060,1061,Mon Dec 05 03:25:44 2005,notice,Receiving block blk_8907528844412790999 src: /10.251.126.227:42572 dest: /10.251.126.227:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1061,1062,Mon Dec 05 03:25:46 2005,notice,PacketResponder 2 for block blk_5262186175243998904 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1062,1063,Mon Dec 05 03:25:46 2005,error,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-1704027189958470814 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1063,1064,Mon Dec 05 03:36:51 2005,notice,Receiving block blk_-337665304078248571 src: /10.251.106.37:55462 dest: /10.251.106.37:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1064,1065,Mon Dec 05 03:36:51 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2023442822091562967 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1065,1066,Mon Dec 05 03:36:51 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_1779145401405339993 size 28499417,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1066,1067,Mon Dec 05 03:36:51 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_7705518309270121951 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1067,1068,Mon Dec 05 03:36:57 2005,notice,PacketResponder 1 for block blk_-9120005470237070778 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1068,1069,Mon Dec 05 03:36:57 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_3849239820458663566 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1069,1070,Mon Dec 05 03:36:57 2005,notice,Receiving block blk_-1657856234642335063 src: /10.251.38.197:44516 dest: /10.251.38.197:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1070,1071,Mon Dec 05 03:36:57 2005,notice,Received block blk_6490003020931145707 of size 67108864 from /10.251.42.246,E11,Received block blk_<*> of size <*> from /<*>
1071,1072,Mon Dec 05 03:36:57 2005,error,PacketResponder 2 for block blk_6048652012880073760 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1072,1073,Mon Dec 05 03:36:57 2005,error,Received block blk_5648034804629064273 of size 67108864 from /10.251.91.159,E11,Received block blk_<*> of size <*> from /<*>
1073,1074,Mon Dec 05 03:36:57 2005,error,PacketResponder 1 for block blk_5912213716795619450 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1074,1075,Mon Dec 05 03:36:57 2005,error,Received block blk_-5534560875087182998 of size 67108864 from /10.250.7.230,E11,Received block blk_<*> of size <*> from /<*>
1075,1076,Mon Dec 05 03:40:46 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001560_0/part-01560. blk_3376391218693716925,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1076,1077,Mon Dec 05 03:40:55 2005,notice,PacketResponder 2 for block blk_2691304991047255190 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1077,1078,Mon Dec 05 03:40:55 2005,error,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001230_0/part-01230. blk_8708862520108736953,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1078,1079,Mon Dec 05 03:44:50 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_-5718873743060788176 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1079,1080,Mon Dec 05 03:44:50 2005,error,Receiving block blk_-2989288139685694818 src: /10.250.19.227:60160 dest: /10.250.19.227:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1080,1081,Mon Dec 05 03:44:50 2005,notice,Receiving block blk_6245594177708848366 src: /10.250.15.198:46793 dest: /10.250.15.198:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1081,1082,Mon Dec 05 03:44:50 2005,error,Received block blk_4433676399725693167 of size 67108864 from /10.251.37.240,E11,Received block blk_<*> of size <*> from /<*>
1082,1083,Mon Dec 05 03:46:38 2005,notice,Received block blk_-5644397018622018109 of size 67108864 from /10.251.109.236,E11,Received block blk_<*> of size <*> from /<*>
1083,1084,Mon Dec 05 03:46:38 2005,notice,Received block blk_-6986311820863339652 of size 67108864 from /10.251.71.240,E11,Received block blk_<*> of size <*> from /<*>
1084,1085,Mon Dec 05 03:46:38 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.64:50010 is added to blk_207875475387433291 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1085,1086,Mon Dec 05 03:46:50 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_-7115635482536854135 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1086,1087,Mon Dec 05 03:47:02 2005,notice,Received block blk_-1956140031907143783 of size 67108864 from /10.251.70.112,E11,Received block blk_<*> of size <*> from /<*>
1087,1088,Mon Dec 05 03:47:19 2005,notice,Received block blk_7534378757788640871 of size 67108864 from /10.251.214.130,E11,Received block blk_<*> of size <*> from /<*>
1088,1089,Mon Dec 05 03:47:19 2005,notice,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001662_0/part-01662. blk_8196657927516481490,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
1089,1090,Mon Dec 05 03:47:19 2005,notice,Receiving block blk_-5029807829679779067 src: /10.251.122.79:49600 dest: /10.251.122.79:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1090,1091,Mon Dec 05 03:47:53 2005,notice,Receiving block blk_-3657751236932275338 src: /10.251.123.99:50481 dest: /10.251.123.99:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
1091,1092,Mon Dec 05 03:47:53 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to blk_1594026090263820445 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1092,1093,Mon Dec 05 03:47:53 2005,notice,Verification succeeded for blk_3894335463008345041,E14,Verification succeeded for blk_<*>
1093,1094,Mon Dec 05 03:47:53 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.224:50010 is added to blk_-6299730951392868297 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1094,1095,Mon Dec 05 03:47:54 2005,notice,PacketResponder 0 for block blk_157913239647511296 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1095,1096,Mon Dec 05 03:47:54 2005,error,PacketResponder 1 for block blk_-6454539193224916125 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1096,1097,Mon Dec 05 03:47:54 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.213:50010 is added to blk_-3575568207121859434 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1097,1098,Mon Dec 05 03:47:54 2005,error,PacketResponder 2 for block blk_-4325209272072286951 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1098,1099,Mon Dec 05 03:47:54 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.159:50010 is added to blk_-5739126205963920408 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1099,1100,Mon Dec 05 03:47:54 2005,error,PacketResponder 2 for block blk_-9056865861421808370 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1100,1101,Mon Dec 05 03:47:54 2005,notice,PacketResponder 1 for block blk_-6934248664959947757 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1101,1102,Mon Dec 05 03:47:54 2005,error,Received block blk_-2082401934988378573 of size 67108864 from /10.251.214.112,E11,Received block blk_<*> of size <*> from /<*>
1102,1103,Mon Dec 05 03:50:49 2005,notice,PacketResponder 1 for block blk_7627900514276120558 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1103,1104,Mon Dec 05 03:50:50 2005,notice,PacketResponder 0 for block blk_-1250775350296476256 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1104,1105,Mon Dec 05 03:50:49 2005,notice,PacketResponder 2 for block blk_2389216938154332862 terminating,E10,PacketResponder <*> for block blk_<*> terminating
1105,1106,Mon Dec 05 03:50:49 2005,notice,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to blk_7430820184211246929 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
1106,1107,Mon Dec 05 03:50:59 2005,notice,BLOCK* NameSystem.delete: blk_-608202790716579401 is added to invalidSet of 10.251.198.33:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1107,1108,Mon Dec 05 03:50:59 2005,notice,BLOCK* NameSystem.delete: blk_-1335063409877429524 is added to invalidSet of 10.251.107.196:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1108,1109,Mon Dec 05 03:50:59 2005,notice,10.251.202.181:50010 Served block blk_-5236655516146555545 to /10.251.31.5,E1,<*>:<*> Served block blk_<*> to /<*>
1109,1110,Mon Dec 05 03:50:59 2005,notice,10.251.75.143:50010:Got exception while serving blk_2262752117989012641 to /10.250.13.188:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
1110,1111,Mon Dec 05 03:50:59 2005,error,10.251.126.227:50010:Got exception while serving blk_-4181768899028058192 to /10.251.26.177:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
1111,1112,Mon Dec 05 03:50:59 2005,error,10.251.123.99:50010 Served block blk_-7990763409688650846 to /10.251.197.161,E1,<*>:<*> Served block blk_<*> to /<*>
1112,1113,Mon Dec 05 03:50:59 2005,error,10.250.17.225:50010 Served block blk_-2656323385657954732 to /10.250.17.225,E1,<*>:<*> Served block blk_<*> to /<*>
1113,1114,Mon Dec 05 03:50:59 2005,error,10.250.7.230:50010:Got exception while serving blk_-7029628814943626474 to /10.251.38.197:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
1114,1115,Mon Dec 05 03:56:12 2005,notice,10.251.127.243:50010 Served block blk_8711213005689112399 to /10.251.74.134,E1,<*>:<*> Served block blk_<*> to /<*>
1115,1116,Mon Dec 05 03:56:12 2005,notice,10.251.195.70:50010 Served block blk_-3696162841836791939 to /10.251.195.70,E1,<*>:<*> Served block blk_<*> to /<*>
1116,1117,Mon Dec 05 03:56:12 2005,notice,10.251.91.84:50010 Served block blk_-8915491531889006304 to /10.251.91.84,E1,<*>:<*> Served block blk_<*> to /<*>
1117,1118,Mon Dec 05 03:56:12 2005,notice,10.251.90.64:50010 Served block blk_-657087263710195616 to /10.250.14.196,E1,<*>:<*> Served block blk_<*> to /<*>
1118,1119,Mon Dec 05 03:56:15 2005,notice,10.250.10.213:50010 Served block blk_-1125621902344947014 to /10.250.10.213,E1,<*>:<*> Served block blk_<*> to /<*>
1119,1120,Mon Dec 05 03:56:15 2005,error,10.251.214.175:50010:Got exception while serving blk_481857539063371482 to /10.251.105.189:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
1120,1121,Mon Dec 05 03:56:15 2005,notice,10.250.10.6:50010 Served block blk_1200136320542454615 to /10.250.10.6,E1,<*>:<*> Served block blk_<*> to /<*>
1121,1122,Mon Dec 05 03:56:15 2005,error,10.251.39.144:50010:Got exception while serving blk_-8083036675630459841 to /10.251.39.209:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
1122,1123,Mon Dec 05 03:56:15 2005,notice,10.250.7.32:50010:Got exception while serving blk_-1508527605812345693 to /10.251.74.192:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
1123,1124,Mon Dec 05 03:56:15 2005,error,10.251.31.180:50010 Served block blk_3905759687686730625 to /10.251.31.180,E1,<*>:<*> Served block blk_<*> to /<*>
1124,1125,Mon Dec 05 03:56:15 2005,notice,10.251.121.224:50010 Served block blk_342378162324355732 to /10.251.121.224,E1,<*>:<*> Served block blk_<*> to /<*>
1125,1126,Mon Dec 05 03:56:15 2005,error,10.250.14.38:50010 Served block blk_-8674089929114017279 to /10.250.14.38,E1,<*>:<*> Served block blk_<*> to /<*>
1126,1127,Mon Dec 05 04:00:55 2005,notice,10.251.107.98:50010:Got exception while serving blk_-3140031507252212554 to /10.250.7.244:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:
1127,1128,Mon Dec 05 04:01:18 2005,notice,10.251.125.237:50010 Served block blk_-309134958179110212 to /10.251.125.237,E1,<*>:<*> Served block blk_<*> to /<*>
1128,1129,Mon Dec 05 04:01:18 2005,notice,10.250.13.240:50010 Served block blk_-3134225108208373949 to /10.250.13.240,E1,<*>:<*> Served block blk_<*> to /<*>
1129,1130,Mon Dec 05 04:01:18 2005,notice,BLOCK* NameSystem.delete: blk_-8887373200836701910 is added to invalidSet of 10.251.193.224:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1130,1131,Mon Dec 05 04:01:18 2005,notice,BLOCK* NameSystem.delete: blk_-1162676743264290624 is added to invalidSet of 10.251.194.213:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1131,1132,Mon Dec 05 04:01:23 2005,notice,BLOCK* NameSystem.delete: blk_-5513640508500780385 is added to invalidSet of 10.251.203.179:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1132,1133,Mon Dec 05 04:01:23 2005,error,BLOCK* NameSystem.delete: blk_-7767902948513849386 is added to invalidSet of 10.251.71.146:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1133,1134,Mon Dec 05 04:01:23 2005,notice,BLOCK* NameSystem.delete: blk_-5382946262718129284 is added to invalidSet of 10.250.5.161:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1134,1135,Mon Dec 05 04:01:23 2005,error,BLOCK* NameSystem.delete: blk_5668137923110942035 is added to invalidSet of 10.251.91.229:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1135,1136,Mon Dec 05 04:01:23 2005,notice,BLOCK* NameSystem.delete: blk_7197514030988119866 is added to invalidSet of 10.251.75.49:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1136,1137,Mon Dec 05 04:01:23 2005,error,BLOCK* NameSystem.delete: blk_-5362598472846558076 is added to invalidSet of 10.250.14.143:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1137,1138,Mon Dec 05 04:01:23 2005,notice,BLOCK* NameSystem.delete: blk_-4269939382058952254 is added to invalidSet of 10.251.203.129:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1138,1139,Mon Dec 05 04:01:23 2005,error,BLOCK* NameSystem.delete: blk_-6978845808078082463 is added to invalidSet of 10.251.109.209:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1139,1140,Mon Dec 05 04:06:19 2005,notice,BLOCK* NameSystem.delete: blk_-1071115021179995772 is added to invalidSet of 10.250.11.53:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1140,1141,Mon Dec 05 04:06:19 2005,notice,BLOCK* NameSystem.delete: blk_7336636250384047238 is added to invalidSet of 10.251.26.177:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1141,1142,Mon Dec 05 04:06:27 2005,notice,BLOCK* NameSystem.delete: blk_8493856762887493521 is added to invalidSet of 10.251.26.131:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1142,1143,Mon Dec 05 04:06:43 2005,notice,BLOCK* NameSystem.delete: blk_1043487525777829194 is added to invalidSet of 10.251.110.8:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1143,1144,Mon Dec 05 04:06:43 2005,notice,BLOCK* NameSystem.delete: blk_-3225035678192156905 is added to invalidSet of 10.251.38.214:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1144,1145,Mon Dec 05 04:06:45 2005,error,BLOCK* NameSystem.delete: blk_5572208681898881669 is added to invalidSet of 10.251.38.197:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1145,1146,Mon Dec 05 04:06:45 2005,error,BLOCK* NameSystem.delete: blk_-2225353020301959077 is added to invalidSet of 10.251.125.237:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1146,1147,Mon Dec 05 04:07:23 2005,notice,BLOCK* NameSystem.delete: blk_3946183108430554053 is added to invalidSet of 10.250.11.100:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1147,1148,Mon Dec 05 04:07:37 2005,notice,BLOCK* NameSystem.delete: blk_-3681974396824196300 is added to invalidSet of 10.250.17.177:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1148,1149,Mon Dec 05 04:07:48 2005,notice,BLOCK* NameSystem.delete: blk_2736251498135196075 is added to invalidSet of 10.251.90.64:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1149,1150,Mon Dec 05 04:07:48 2005,notice,BLOCK* NameSystem.delete: blk_1275198635723397883 is added to invalidSet of 10.251.202.134:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1150,1151,Mon Dec 05 04:08:37 2005,notice,BLOCK* NameSystem.delete: blk_3428998332517532825 is added to invalidSet of 10.251.43.192:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
1151,1152,Mon Dec 05 04:08:37 2005,notice,Deleting block blk_-7106479503467535906 file /mnt/hadoop/dfs/data/current/subdir32/blk_-7106479503467535906,E9,Deleting block blk_<*> file /<*>/blk_<*>
1152,1153,Mon Dec 05 04:08:37 2005,notice,Deleting block blk_-7411858598798393933 file /mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933,E9,Deleting block blk_<*> file /<*>/blk_<*>
1153,1154,Mon Dec 05 04:08:37 2005,notice,Deleting block blk_-5429479049793046826 file /mnt/hadoop/dfs/data/current/subdir34/blk_-5429479049793046826,E9,Deleting block blk_<*> file /<*>/blk_<*>
